experiment_id,config_id,run_id,semilla,pasos_totales,gamma,tau,lr_actor,lr_criticos,lr_alpha,tamano_batch,tamano_buffer,pasos_warmup,frecuencia_actualizacion,actualizaciones_por_step,reward_scale,offset_target_entropy,max_concentracion_total_extra,ventana_log_recompensa,frecuencia_log,recompensas_mean_tail,recompensas_std_tail,recompensas_last,perdida_critic1_mean_tail,perdida_critic1_std_tail,perdida_critic1_last,perdida_critic2_mean_tail,perdida_critic2_std_tail,perdida_critic2_last,perdida_actor_mean_tail,perdida_actor_std_tail,perdida_actor_last,alpha_mean_tail,alpha_std_tail,alpha_last,gap_critics_mean_tail,gap_critics_std_tail,gap_critics_last,log_prob_std_mean_tail,log_prob_std_std_tail,log_prob_std_last,concentracion_total_mean_tail,concentracion_total_std_tail,concentracion_total_last,peso_cash_mean_tail,peso_cash_std_tail,peso_cash_last,valor_final,retorno_total,cagr,volatilidad_anual,sharpe,max_drawdown
cfg_505|run=0,cfg_505,0,42,20000,0.9,0.001,0.0001,0.0001,0.0005,64,200000,2000,1,1,10000.0,0.0,10,200,1000,-6.374667894567722e-05,0.009183881913562321,0.0020531154044346376,6530.809802608863,3117.151635798836,5264.1708984375,6481.753400357386,3091.5058341837284,5198.58154296875,1197.990026542309,33.66929800242487,1249.704345703125,7.389056205749512,0.0,7.389056205749512,1.7117442781924597,0.26486379419957934,1.9929742813110352,0.46113394088011755,0.07696833014092976,0.45765432715415955,13.930346668932321,0.13421784813860493,14.003206253051758,0.07981406368460939,0.00890559745290188,0.09792967140674591,1357.2982712499959,0.3572982712499959,0.07953012467466736,0.07648801891084794,0.8707142007315624,-0.13099241245773985
cfg_352|run=0,cfg_352,0,42,20000,0.87,0.001,0.0001,0.0005,0.001,256,200000,2000,1,1,10000.0,-1.0,10,200,1000,0.00021878356149885038,0.00924301161021641,0.006656989127084479,4171.866348034358,919.506103790871,3872.712890625,4286.940012464536,940.6228334969911,4162.9482421875,1079.1226617423492,22.598641592348834,1117.4530029296875,7.389056205749512,0.0,7.389056205749512,22.029133987426757,1.2240073609761437,20.391563415527344,1.3797741598057969,0.07957978740694518,1.2596145868301392,19.949446224115878,0.1558024952208327,19.617446899414062,0.07229534584248018,0.004926796734698707,0.07804243266582489,1366.7522582843226,0.36675225828432256,0.0814087774800758,0.07868458686640212,0.8706444828741321,-0.13858146321761788
cfg_493|run=0,cfg_493,0,42,20000,0.9,0.0001,0.0001,0.0005,0.0005,64,200000,2000,1,1,10000.0,0.0,10,200,1000,-1.365096343897601e-05,0.008624448802476823,0.001372458230760892,5493.441687287672,1619.6854768632231,3842.73388671875,5476.522849441695,1608.2070026509616,3950.367431640625,384.90844693231134,11.981342698321125,396.2635803222656,7.389056205749512,0.0,7.389056205749512,11.8307663123257,1.2762084378452425,11.84211254119873,1.1467413974498655,0.200069134620857,1.0123146772384644,16.14860076143683,0.22685894109790747,16.128324508666992,0.07914784771705116,0.009327473903394435,0.07490547001361847,1352.1091338388164,0.3521091338388165,0.07849479092798406,0.07530042864065181,0.8704711260785046,-0.13543209550940072
cfg_249|run=0,cfg_249,0,42,20000,0.9,0.001,0.0001,0.0001,0.0005,64,200000,2000,1,1,10000.0,0.0,5,200,1000,-8.60964846745951e-05,0.009224524852487885,0.0036089433814008192,6530.840928585178,3117.452786682664,5165.11865234375,6481.792575222846,3091.799330212128,5104.7822265625,1197.990713199444,33.6708907319609,1249.63427734375,7.389056205749512,0.0,7.389056205749512,1.711868861922462,0.2649552614415752,1.9796829223632812,0.4598111497597371,0.07707935462005952,0.5965152382850647,13.928460952501052,0.13335311575224248,13.994599342346191,0.07979395873570218,0.008943987376457865,0.10915939509868622,1357.7513956698,0.3577513956698002,0.07962039087701456,0.07673635389989611,0.8692345459256547,-0.13141057051970328
cfg_503|run=0,cfg_503,0,42,20000,0.9,0.001,5e-05,0.0005,0.001,64,200000,2000,1,1,10000.0,0.0,10,200,1000,-7.060899543265084e-05,0.009132684628460546,0.004132536050100044,5245.011561674002,2705.200152398705,3657.89111328125,5213.243496942072,2699.1228620682045,3617.2763671875,1266.149279155736,32.649260262979645,1318.1522216796875,7.389056205749512,0.0,7.389056205749512,10.836376593020292,1.1675092033098182,10.974576950073242,0.9360985649034763,0.18297348582862916,1.0169599056243896,15.650278528178134,0.19159665000440299,15.632190704345703,0.07944401494396014,0.009171620526437798,0.09521210938692093,1354.0088515766336,0.35400885157663353,0.07887416653417234,0.07591245572777183,0.8687116803292216,-0.13602387401124116
cfg_210|run=0,cfg_210,0,42,20000,0.87,0.001,5e-05,0.0001,0.0005,256,200000,2000,1,1,10000.0,0.0,5,200,1000,-0.00016742265093697,0.009464032710442771,0.0039516775446004505,6240.58011169841,1383.9554194369884,5770.27734375,6187.976414646612,1361.647708268433,5790.40771484375,1034.9979494632166,18.936993785820494,1065.36865234375,7.389056205749512,0.0,7.389056205749512,4.815587761373481,0.37617264391731664,5.022701263427734,0.5913605672892964,0.06796383555062195,0.543186366558075,14.042534515472534,0.07271921251209958,14.015593528747559,0.075217994068748,0.004331245057138972,0.07332364469766617,1363.3055638950082,0.36330556389500823,0.08072499767650254,0.07810933830760854,0.8684012071304332,-0.12936752461588874
cfg_106|run=0,cfg_106,0,42,20000,0.9,0.0001,0.0001,0.0001,0.0005,256,200000,2000,1,1,10000.0,-1.0,5,200,1000,7.019129246039511e-05,0.00946448057936362,0.000536238332130127,7004.115876963556,1330.9367173075084,7404.7939453125,6910.75612835343,1276.6390095676288,7349.62060546875,149.77178461255633,8.315712362057617,167.46746826171875,2.8734532761796614,0.11309687753286359,3.1608729362487793,5.321963567695566,0.45953640808529095,5.862097263336182,1.2517820055557984,0.06852780034564221,1.297486662864685,17.37405088040157,0.11181953561700045,17.380523681640625,0.07215834245264768,0.004388142225167906,0.06800764799118042,1378.9705330378536,0.37897053303785366,0.08382236309977698,0.08174469965228938,0.8683408135318443,-0.13557310193054317
cfg_263|run=0,cfg_263,0,42,20000,0.87,0.0001,5e-05,0.0005,0.001,64,200000,2000,1,1,2000.0,-1.0,10,200,1000,-1.574143343550006e-05,0.009536018615417464,0.0008228988083838796,183.19531457545887,50.17799424282269,247.18833923339844,183.79030364862334,48.82330082636974,230.7060546875,68.90209370565378,2.817909182790181,71.74549865722656,1.4462494651224216,0.04949284255694016,1.4618926048278809,3.7489499377211186,0.4182859075318425,4.7381486892700195,1.281588647067017,0.1609584206348932,1.1812330484390259,18.439306511078385,0.3145292139423006,18.739593505859375,0.07810441772852085,0.009394023061561963,0.07057873159646988,1382.4354259354827,0.38243542593548274,0.08450389621083376,0.08261178507303697,0.8676723510583729,-0.14570821229063424
cfg_019|run=0,cfg_019,0,42,20000,0.87,0.001,5e-05,0.0001,0.001,64,200000,2000,1,1,2000.0,-1.0,5,200,1000,-4.941273664759584e-05,0.008817458848591064,0.0013784391968906266,242.05303241941934,88.64563566098435,174.41058349609375,239.28906520526664,86.48114770394487,177.82464599609375,55.724365258598375,1.2303590666692985,54.01322555541992,0.378425272726183,0.03634463711384915,0.31726717948913574,0.683787618921528,0.09381278582832331,0.7554780840873718,1.2107503406584248,0.12455688804673976,1.4051049947738647,16.984064955320157,0.2694065840225806,17.274295806884766,0.0810470323104119,0.01605707303366489,0.08771517872810364,1343.8222458770147,0.3438222458770146,0.07683520307206537,0.07367510599411387,0.867128976390147,-0.12638076531329445
cfg_042|run=0,cfg_042,0,42,20000,0.9,0.0001,0.0001,0.0001,0.0005,256,200000,2000,1,1,2000.0,-1.0,5,200,1000,1.4643499947730898e-05,0.008873657226054675,0.0004341100466221828,234.2600639068237,35.92460654357933,256.73291015625,227.70069756094063,33.99343822391203,246.16754150390625,38.91694744196689,1.3582460493953792,40.02011489868164,0.7239334888547381,0.018424332658271498,0.7041537761688232,1.7385444606416853,0.1246184723697202,1.6605114936828613,1.251215457661607,0.06757357719684874,1.3259706497192383,17.25722095963156,0.07394092157883239,17.359882354736328,0.07787539668391162,0.005580531067305806,0.07124548405408859,1359.038091101075,0.3590380911010751,0.07987658842112477,0.07726202960896077,0.8668754496631029,-0.13954518341611388
cfg_291|run=0,cfg_291,0,42,20000,0.9,0.0001,5e-05,0.0001,0.001,64,200000,2000,1,1,2000.0,-1.0,10,200,1000,-7.452548920838071e-05,0.008452040532037517,0.0012945790805870818,266.6200153911843,86.80727980397477,452.6888732910156,263.58527092113695,85.72437539409573,459.4958190917969,27.489938070303538,1.549064939680471,29.295713424682617,0.5341127427332226,0.028482986250409396,0.5497341752052307,0.7758701386671548,0.10336751233028063,0.9332072138786316,1.3165753346607412,0.19113935903839763,1.3865429162979126,17.13728771592446,0.3294415381447475,17.38983154296875,0.07595832028386251,0.009972498504295274,0.08090627938508987,1359.5782849664192,0.3595782849664193,0.07998409375773519,0.07739108162445052,0.8668721059687583,-0.13854747971476278
cfg_084|run=0,cfg_084,0,42,20000,0.87,0.001,5e-05,0.0001,0.001,256,200000,2000,1,1,10000.0,-1.0,5,200,1000,-1.8924484693537747e-05,0.009582249753506772,0.0030351137382980853,5964.733066484479,1285.3728953537552,5870.79052734375,5871.516948574662,1218.3626572879311,5842.9111328125,395.60104207954356,15.62123402606555,420.671142578125,3.093881548485546,0.058812047374113594,3.082012891769409,5.624100728919891,0.4210933846604703,6.022982597351074,1.2303941336429327,0.06737505065512986,1.194664478302002,17.32069325618973,0.07371520860035462,17.380451202392578,0.08209196972313806,0.006379841427701059,0.08568703383207321,1359.6651549027795,0.3596651549027794,0.08000137897347148,0.07741171838056468,0.8668490495075685,-0.13256527475116642
cfg_266|run=0,cfg_266,0,42,20000,0.87,0.0001,0.0001,0.0001,0.0005,256,200000,2000,1,1,2000.0,-1.0,10,200,1000,0.00019604439776439402,0.009000771864429429,-0.0006879853569398727,246.09338677155478,51.36559907872439,222.01116943359375,243.98678687876154,50.072760739725304,217.33349609375,44.870732648414034,3.319423866805172,50.55665588378906,0.8888005711367037,0.0555163431231027,0.9688864350318909,1.8013751752545264,0.13099709945486007,2.0126304626464844,1.4608245367042532,0.10018091067922055,1.4524341821670532,17.742180637619366,0.16583574273084867,17.67578125,0.08724501027125064,0.00597318747043688,0.07735110074281693,1364.7544540519327,0.36475445405193274,0.08101259650656423,0.07867338399510873,0.8661112070783595,-0.12822306569974218
