Date,AGG_momentum20,BIL_momentum20,EEM_momentum20,EWJ_momentum20,GLD_momentum20,HYG_momentum20,IWM_momentum20,SHY_momentum20,SLV_momentum20,TLT_momentum20,VNQ_momentum20,^GSPC_momentum20,^IBEX_momentum20,^NDX_momentum20,^STOXX50E_momentum20,AGG_momentum60,BIL_momentum60,EEM_momentum60,EWJ_momentum60,GLD_momentum60,HYG_momentum60,IWM_momentum60,SHY_momentum60,SLV_momentum60,TLT_momentum60,VNQ_momentum60,^GSPC_momentum60,^IBEX_momentum60,^NDX_momentum60,^STOXX50E_momentum60,AGG_volatilidad20,BIL_volatilidad20,EEM_volatilidad20,EWJ_volatilidad20,GLD_volatilidad20,HYG_volatilidad20,IWM_volatilidad20,SHY_volatilidad20,SLV_volatilidad20,TLT_volatilidad20,VNQ_volatilidad20,^GSPC_volatilidad20,^IBEX_volatilidad20,^NDX_volatilidad20,^STOXX50E_volatilidad20,AGG_volatilidad60,BIL_volatilidad60,EEM_volatilidad60,EWJ_volatilidad60,GLD_volatilidad60,HYG_volatilidad60,IWM_volatilidad60,SHY_volatilidad60,SLV_volatilidad60,TLT_volatilidad60,VNQ_volatilidad60,^GSPC_volatilidad60,^IBEX_volatilidad60,^NDX_volatilidad60,^STOXX50E_volatilidad60,mean_corr_60
2010-01-04,-0.014598011461071314,0.0005236335067347886,0.0009718372966901478,-0.0016301676722897396,-0.10233171640959904,0.030303041743176662,0.05009324982986063,-0.007842561469328713,-0.13006388931701218,-0.054563972698920105,0.042208464231834,0.0056634680157862105,0.006864150033303984,0.03869084034938508,0.03107481624546704,-0.007497927221485123,0.00010992162406631145,0.07094931446653929,0.002334744932948496,0.05191161359216412,0.057123809514481594,0.047039676247924045,-0.003182863149053583,-0.031654542114070705,-0.0865746535676889,0.12945281455968893,0.05582734191786254,0.022488496997627894,0.08688595979254565,0.04436814662635058,0.0022070901035915703,0.00023388836152859837,0.01038832022029629,0.008062344040455253,0.01546967130706974,0.0029287160001785478,0.009966691412082352,0.001175833766425915,0.015669420371356334,0.007653016280216777,0.013397798178133656,0.006431446167828191,0.00961239643982052,0.0078524853325872,0.009358836069005684,0.002196959550913404,0.00020500534064675448,0.017558778944132096,0.01100891334196678,0.012527682844232304,0.004363228549940959,0.013980111410639528,0.000961655430795003,0.018776017924832522,0.007901383836806511,0.01914735185375498,0.009812192880178787,0.011648278787815918,0.009807987074139468,0.013192602132454788,0.237703974088962
2010-01-05,-0.013529134148773991,8.79100619358697e-05,0.03944750831686017,0.009824329613208005,-0.07510031307042597,0.03687632883147751,0.08698661452698975,-0.005919445619001373,-0.07405372448816405,-0.04506922323837825,0.049220850627489265,0.03010898655434413,0.02096631390394932,0.0572935119508039,0.04908257560754581,-0.005667096041159891,0.00011037719799522616,0.08790497534504194,0.016823889691664373,0.06261059465807961,0.058617021175331074,0.06256136659160327,-0.0009049345964873279,-0.005589778324963102,-0.07698011755324485,0.10607549122905735,0.06440085211435331,0.031740321712318775,0.09678038945671441,0.04932474944230281,0.0022407863591140708,0.0002557290570093402,0.011999908851333608,0.00942322674834909,0.01671854896399426,0.00325223919823528,0.010496215781752399,0.0012352785469478256,0.018880129547158474,0.007444690823188381,0.013118345096177387,0.006992396764314176,0.010314908087403402,0.008156421470080014,0.009983535556373494,0.0022020051481815815,0.00020498885059346708,0.017872760059636086,0.011409047483944543,0.012769968222478778,0.004398728126651996,0.014277836409028513,0.0009704731401017438,0.019446268968543786,0.007811868767683846,0.019033631075912893,0.009970193479676773,0.011810042392194771,0.00993890846243368,0.013282234017540138,0.23319581807732284
2010-01-06,-0.006981376876229017,-0.0005668147721586969,0.03754046184242532,0.01583021837696441,-0.034309370916800086,0.03754466408728585,0.05878548315297982,-0.0022050743598939215,-0.03256121868722217,-0.028011418938635346,0.018583951487909922,0.027715228511060785,0.015189849367097219,0.0531625840849993,0.03539243213660537,0.0058409667251295705,-0.00032617248653310504,0.09440981245001578,0.02282977845542078,0.06941884917719288,0.059496194207919406,0.04742745040994345,0.0017280745473438053,0.015227193009020867,-0.047598998515244406,0.0964207291338608,0.06187586824793456,0.04264112243710427,0.09189343689281626,0.04940263985319571,0.0025006920460157833,0.00023891713805321153,0.011947206689596455,0.009502115073227197,0.014133997792856396,0.003279684821119491,0.00945194656266489,0.00116189410339759,0.01866724481083324,0.007415175319137648,0.011479399859526502,0.006940548559879139,0.01011048177187677,0.008150526750921594,0.009769740035955588,0.002092416826250502,0.00020493824467461352,0.017888091771016017,0.01143286738811537,0.012720940587532077,0.004409957613776401,0.014220024196620102,0.0009649753201190872,0.019550533691245188,0.007338903601101647,0.01901627870574789,0.009955907223358684,0.011791449441639608,0.009923994675206535,0.013281969199873418,0.2424969259761186
2010-01-07,-0.008513183567481875,-0.00013095130121187903,0.04823665950343059,0.027818595957941006,-0.012183410693154983,0.038856627214345574,0.056354645270827675,-0.004241817330935649,0.00560919515320546,-0.042683133993396405,0.03777937467615655,0.03072913059197524,0.01836837516430334,0.05247149141275631,0.03934090495538212,0.002959547704028509,-0.00032617248653310504,0.08822088308179732,0.02480003336254799,0.0789172621598132,0.062317023401447735,0.04632338911224376,0.0006560396918662281,0.032922271448083906,-0.06254893154248597,0.09607269732157364,0.058035019229508045,0.04364732467900867,0.08551040893259787,0.03734451985882814,0.0024820862617951044,0.00021882174313231278,0.011689954493604184,0.009293661571794518,0.014667621637527125,0.003280126171611089,0.009487131361272041,0.0010350224842036512,0.018836217602861877,0.007848525386701546,0.01029094874850092,0.006884958735205053,0.010094830491485768,0.008184355209987669,0.009668411453954614,0.002073918012071481,0.00020493824467461352,0.017866590608122894,0.01144045501833551,0.01285331510153488,0.004411707665773407,0.014221564286644192,0.0009529116427388845,0.01971460029256412,0.007509327033681191,0.01901728003381885,0.009946312303090642,0.011791826738064079,0.009963027829465924,0.013213939718209729,0.2426030437652617
2010-01-08,-0.011004914956734835,-0.00013095130121187903,0.061000719022169636,0.01587151324140923,0.0007252687345457032,0.041734680370716815,0.0715003038242239,-0.005438916233660773,0.03646958002565914,-0.04249766682535694,0.05435002696725988,0.044981915148000984,0.030661968205160872,0.057688738431593056,0.05481884201596554,-0.0006892500065658336,-0.00032617248653310504,0.08067968186545693,0.02089550833659659,0.06597004362260273,0.06658615156097591,0.057934345032261914,-0.000179396157570344,0.03460193428524461,-0.06607092706518636,0.12091947828296767,0.06482383310838336,0.051007906853056006,0.0842353242426448,0.048682786661420674,0.0024514349700108535,0.00021882174313231278,0.010799057928797835,0.009563010216002678,0.014083682205917228,0.0033069089270173864,0.009197836040531291,0.0009978223342110048,0.017513359031805217,0.00785315077999133,0.010309385733894927,0.006314604987049809,0.009295957732734318,0.007971295942441886,0.008705075313688953,0.0020544978315112975,0.00020493824467461352,0.017891153473043778,0.011482884557026654,0.012869039813580778,0.004425257087570892,0.014231307887842921,0.0009503329148908248,0.01971500047755464,0.007473340285533857,0.018941274763462003,0.009941486703881518,0.01169550399193474,0.009966675853906329,0.013109442896725897,0.24041902396264705
2010-01-11,-0.009378372832329007,-0.0005670048319642573,0.06279243316396765,0.024853057217160912,0.006679742467129546,0.04329740169175533,0.08011941986354965,-0.0037610565582634203,0.059673350682446946,-0.038353141198254614,0.049087467295697684,0.04419127034865278,0.05306012382059855,0.05657218940394004,0.06921849673708791,0.002279296470820369,-0.00010834156599537348,0.05631443016960791,0.0218059824151694,0.07170040427695568,0.06418141840700475,0.04426154306244279,0.0020899842332334773,0.044558551584605866,-0.051709579834728014,0.07698716159297136,0.05015966530846783,0.02811486308867661,0.07882668224112144,0.027252767841649317,0.0024610452357958514,0.00019254748649989416,0.01083342621057862,0.009878660232813419,0.014123694259758053,0.0032732995740401777,0.009066402305596641,0.0010285355839509576,0.01755012621584054,0.007839243176858093,0.010503794004391172,0.006307696793282631,0.007378109455733832,0.007925768174123313,0.008090868830979696,0.0020318893489587432,0.00020303245810812505,0.01744769919327096,0.01149791128333098,0.012876212123254226,0.004409799447007336,0.014043801015977159,0.0009426398942859104,0.019790995828393557,0.007253563998917156,0.01842445715010892,0.009707331251306456,0.01134125530845145,0.009876109791629966,0.012727709928308854,0.24088948547687647
2010-01-12,-0.009388135555671417,-0.00013114136101743945,0.05484949699476094,0.04177069378971687,0.020149150315415643,0.037432871394001754,0.08009956374580385,-0.0029216433084582327,0.06647761766271532,-0.03235701106044486,0.058871615680702316,0.04009832077622588,0.041148379685613135,0.047813846843954066,0.05491938095025084,0.003039986696414698,-0.00010834156599537348,0.05976614673186065,0.035684802314292496,0.09765977735647624,0.06352287225186815,0.04087338272830099,0.0031669741588314926,0.07633811231960008,-0.05257101079995874,0.09134785030739989,0.047748952029550984,0.022624587988016143,0.0759845553244155,0.0287062290685548,0.002461107492602102,0.00016696265142246468,0.010873985100812542,0.009767064677981196,0.01441598619693872,0.0032711733875689392,0.009067327323238037,0.0010382931937193921,0.017483679413325216,0.007563971441415948,0.010417283504622869,0.006249852167451487,0.007684081417039296,0.008017460161424789,0.007947808383707334,0.002024280301083989,0.00020303245810812505,0.01743167535345537,0.011528044463572938,0.012838499965115532,0.0044139141582985614,0.014056247720994664,0.0009406738287784453,0.01941756318429636,0.007261988517452967,0.01838809934760871,0.009698335482314644,0.011381829409051391,0.009891823663693303,0.012720517857810844,0.24704128300323536
2010-01-13,-0.0006310811761326418,-0.00013114136101743945,0.035203292595854085,0.04255978511528968,0.012771891579550054,0.03172422984540135,0.05981197457070375,-0.0010032395569592456,0.06287617901904718,-0.015129926331958421,0.02604290351527294,0.02703406061627789,0.0303337901398818,0.038914075034829354,0.0399720629277347,0.00950825411229761,-0.0005447109198798428,0.05755539071010807,0.0605763442992997,0.07363603396211105,0.05850601174629566,0.039932091612446485,0.0034111030316869018,0.052829641739578936,-0.04358546110650441,0.1008953338911478,0.04646584199149262,0.02827187022239641,0.07102979090519002,0.03312876189879277,0.0028506460395904417,0.00016696265142246468,0.011648388349972089,0.009785556729083577,0.014894133472105726,0.0036206487399227235,0.00955437271605786,0.0010362990571452812,0.01767675808194248,0.008648022296841713,0.010814227085831268,0.006729531272382242,0.008071168386755848,0.008618899553940722,0.008518960284972177,0.0021824207549133185,0.000194715821430915,0.01746577260184859,0.011291688253696945,0.01316199419644483,0.004483526222965141,0.014068835938753202,0.0009435888046715872,0.019536147110701285,0.007538311253174865,0.018183620785071512,0.009719670358846565,0.011278550625689252,0.009990744020688256,0.012638904737305294,0.2444157237441612
2010-01-14,-0.005426824747711501,0.0005237620155341682,0.03149668681272555,0.047391530149614614,0.013859398117628707,0.025915727090467633,0.05758900900792585,-0.0007673568926227503,0.07052863789039965,-0.027949600233288963,0.028093271229882477,0.02840058520829214,0.021942597845419742,0.042484518525904846,0.032559051207394996,0.0032713326092815853,0.00011020402557460063,0.0414791517912827,0.050087017397066,0.07296276390024914,0.060515347610667236,0.04456508211074828,0.002571215894742185,0.05779628884776311,-0.06306945299182365,0.09949642481009113,0.045386446265442415,0.00972928900038661,0.07412223819922548,0.015018555042678017,0.002995082504876017,0.00018632951048203555,0.011593819966669973,0.00981597637287698,0.014925971265825023,0.0032928604793247885,0.009417745055135457,0.001025296141271542,0.017969156235776784,0.008965122083046574,0.010990535048116371,0.00679607226465462,0.007947828460738871,0.008818340532650022,0.008408146721918667,0.0022402596048521307,0.00020103697163877696,0.01730469114972959,0.011130579907452351,0.013154520217111736,0.004485399192059952,0.014123876290588162,0.0009506499268388184,0.019607954638560222,0.00758176979977983,0.018158541515950657,0.009704411809069799,0.011044767369624738,0.010044727305949686,0.012414338021499795,0.2426246067201706
2010-01-15,-5.458775675837302e-05,0.00030605690501639415,0.03924007089969883,0.06993052237716102,0.018524544242986885,0.028062156187473986,0.06410038713542543,0.00043379484908090404,0.0721324715515238,-0.00950191430176539,0.0371267372751255,0.036373977931655976,0.022884385770667315,0.04870537507620276,0.03511211002896153,0.003480089785597884,0.00011032983559455811,0.05213710571759733,0.06760615809619308,0.0851271121555196,0.05977677977233098,0.06212106863333833,0.0030554693621671625,0.07374707035029404,-0.05447213114040639,0.11709878043923005,0.05405197634143466,0.021201141382211297,0.07460801774874282,0.026388629179386114,0.003000051248625215,0.00019413551278871257,0.01130097615218249,0.009852683262243882,0.014946533767285901,0.0032478535361935307,0.009323750916428838,0.0010477773969605985,0.017958916649113615,0.00956403575886176,0.010681784433346941,0.006596811068232098,0.007959537418313485,0.008623740636173745,0.008421331645815641,0.002244111786465463,0.00020103464229492046,0.01721368950404999,0.011257019624479479,0.013107312548458804,0.00448404093066591,0.013998189999120279,0.000956432723510736,0.019512832121226478,0.007784387723003861,0.017968672407214684,0.009662929841987765,0.011000256406871576,0.010043681715187488,0.012379577258803235,0.23712759246042928
