Date,AGG,BIL,EEM,EWJ,GLD,HYG,IWM,SHY,SLV,TLT,VNQ,^GSPC,^IBEX,^NDX,^STOXX50E
2010-01-04,0.001164149469021547,-0.00043653956576050756,0.029156501225027,0.025667393253020476,0.023203853786358142,0.007854287283352912,0.02466322255807829,0.0013263402238736788,0.04171696423917548,-0.0008897573101168677,-0.0042471628400100325,0.01604341766668682,0.017177456793201262,0.014185749550843063,0.017382295014394922
2010-01-05,0.004548046865706423,-0.00021846719536411374,0.007257997113039538,0.006005951613300642,-0.0009108023746454696,0.0047449124501532935,-0.0034384068008427304,0.001202996596949335,0.01625076576230522,0.006457952475098727,-0.0011219482059285912,0.0031156756258232665,0.004882697149028781,0.0009169993023998568,-0.0018026182378658717
2010-01-06,-0.000577385991272994,0.0,0.00209246996554735,0.00398004246549255,0.01649959196299955,0.0025854611811919614,-0.0009413073936965777,0.00012109633621015803,0.019988599479994207,-0.01338627823366434,-0.0017978393359577849,0.0005455206301101523,0.0014830411673951716,-0.005300704543413914,-0.0008963720193503333
2010-01-07,-0.0011570496453443546,0.0,-0.005799352694393245,-0.008919611021870777,-0.006187807624317698,0.004036790460782758,0.007378586010149624,-0.000239638421430155,0.0016796628371607003,0.001681856776403201,0.010805901767027892,0.00400120187417663,-0.004598098072144952,-0.0009050548878389852,-0.0007707928093191319
2010-01-08,0.0005788494670058153,0.0,0.007932710853453484,0.011999699488010718,0.0049630306196752905,0.0015642259010875126,0.005454472348021877,0.000960505400102063,0.014533272093473437,-0.00044837964102772965,-0.007349742346396848,0.0028817272914287706,-0.00027122528490697295,0.00845624033682646,0.003494785909962328
2010-01-11,-0.0007717748415674297,0.0,-0.0020830056018169563,0.0088935502111811,0.01328899785435711,-0.000893397773287008,-0.004029847586355162,0.0004812254412742689,0.003305755768783891,-0.005487056873813345,0.005833962453953179,0.0017467554316374923,-0.00727617301432959,-0.0033551776669096256,-0.002521698287063723
2010-01-12,0.0063722618269514975,0.0,-0.016005700423329272,0.006855972045815006,-0.020912721685971136,-0.005133736956902557,-0.010893443333819253,0.0008407077718584066,-0.016474423511440572,0.017116852502861324,-0.016730311359066663,-0.009381166148364262,-0.008977558328329027,-0.012962269540705118,-0.011078883333037304
2010-01-13,-0.004221313633335555,0.0004368256478533006,0.0030643696042780277,0.005836585676991302,0.00950315025847348,0.0022436807418482196,0.012901135421700571,-0.0008400015760051671,0.020100536762627685,-0.011625410981591755,0.02019068844058114,0.008325925658531075,-0.0006518257895807844,0.013073421443681621,0.0005106065679618688
2010-01-14,0.0026012986262085036,-0.00021821539206456908,-0.002585200797763809,0.014506794046129645,0.004393023666376061,0.0011194366647444554,0.0037280121104588115,0.0009603831078033309,0.002189327157992249,0.01400250232535738,-0.0008896835289001759,0.0024264254383745687,0.0034703964063889092,0.00020678036372245856,0.003793987114460773
2010-01-15,0.0019214341082471886,0.0,-0.011545420567367404,-0.0019066417827798832,-0.01044361493969348,-0.004024303765000625,-0.014546408721165971,0.0008400156665497871,-0.01419990368462054,0.006186828223636365,-0.007566898899061147,-0.010823130159869354,-0.012900211535311179,-0.011661683826427849,-0.016543397715406027
2010-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002169710488712173,0.0,0.005992727552929233
2010-01-19,-0.0016309851708855572,0.0,0.020262294326787833,-0.0009549282652659974,0.005953418988644765,0.00044841145569751717,0.01837311394041774,0.00023983573083241616,0.022160750292865128,-0.0028546441716040816,0.02040798191443649,0.012499626599363545,0.012796175585132241,0.01660478869263282,0.00911126929315631
2010-01-20,0.0025941480430646813,0.0,-0.02406527089232624,-0.021988439073157617,-0.02313481240425197,-0.001458438655416061,-0.014494961536830053,0.0,-0.04769653288486009,0.010129196318671818,-0.011208899648687765,-0.010597829662970737,-0.02608420185636895,-0.014524041182469749,-0.023525696388701167
2010-01-21,0.0002879755626612468,0.0,-0.030165249507653202,0.004887342554049656,-0.01441159959280014,-0.015620203233926655,-0.01642931573720785,0.000838194199998199,-0.028457598672997686,0.004579192497462747,-0.028672954946863283,-0.01894490338978838,-0.022632185944224892,-0.009304320424596502,-0.017618230953036274
2010-01-22,0.0005747567169904766,0.0,-0.022216677435273113,-0.010700469271688773,-0.001862760291706178,-0.009474460677236785,-0.017976792718226053,0.0008384066364772735,-0.01698881156199672,-0.0017369971249679983,-0.02517169425006527,-0.022140988764300484,-0.006169143801962096,-0.0301258539898992,-0.009237737246791222
2010-01-25,-9.560450028778256e-05,0.00021826302041505485,0.007321214473516413,0.007866412940344292,0.002892648999579084,0.0014976046532209075,0.001134306307881694,-0.0008377042996329243,0.002979692193954442,-0.004565065252049583,0.0070425096285227085,0.004598098012701168,-0.010911487290009347,0.004217731352399223,-0.010399040994160447
2010-01-26,0.0012445766103443834,0.0,-0.02080185766427778,-0.010731724722403024,0.0007442705541653716,0.0012669189209539855,-0.00987078355820048,0.00012013161212509615,-0.023767060032296894,0.0003273446507165989,-0.009324373777756412,-0.004203199573680982,0.008711662395997077,0.0008155674915961697,0.007280996349065871
2010-01-27,-0.0007654415190814223,0.0002184195224594898,-0.0025595016466598564,-0.00591710640828691,-0.009576039444736728,0.0003446136042082326,0.010622694779504949,-0.0003586372197089682,-0.010346930805618548,-0.0005457486071076545,0.008941105086689216,0.004880152210944955,-0.026887361147603484,0.00833769759550873,-0.014265840575845012
2010-01-28,-0.0008609107362305135,-0.00021837182578954284,-0.0069286218337540895,-0.009920714083866966,-0.0004693083914030227,-0.004252013266369814,-0.017141327132884965,0.00047778286798005887,-0.02091021819200012,-0.0005455172398733943,-0.008628358550646253,-0.011817740959567224,-0.019280631937060977,-0.026279646042405846,-0.017962913816797266
2010-01-29,0.002298235315023822,0.0002184195224594898,-0.010852852530452761,-0.014028143546154448,-0.004883586176437471,-0.005076017576757352,-0.011023117582496078,0.0009586519221604917,-0.0012563101550140399,0.008742308917911279,-0.005645833886154916,-0.009829173828039273,0.010933348435124834,-0.016972467358028598,0.014430119449480694
2010-02-01,-0.001370808248975175,-0.00021837182578954284,0.026907119953758052,0.0101626844338365,0.02255567582388429,0.004827055705818761,0.011811782540298577,-0.0004312028275580415,0.028930880682864313,-0.00907754188204657,0.018216051014367407,0.014266108894671836,0.004338815071744717,0.011303549142512637,0.005927608270728024
2010-02-02,0.0011519954696550538,-0.00021821539206456908,0.008140566029748664,0.019114784421644604,0.007198881313165595,0.0030234765893797366,0.011016020019428918,0.00011969698388725192,-0.0006112609112929324,0.002851946815676021,0.013708633927985714,0.01297294837718499,0.013251178560510501,0.00920082324943361,0.013145777985679175
2010-02-03,-0.0018214568575763979,0.0004367302157792796,-0.0058038449931271385,-0.00987187324353933,-0.003940257637661704,0.005101740278502964,-0.006667719292589136,-0.0007180959494044181,-0.017125423860102518,-0.011596007216256199,-0.01627361788342163,-0.00547431142933863,-0.022664172569548224,0.004378310241404337,-0.00897519876470454
2010-02-04,0.002401508174553424,0.0,-0.04517752693381494,-0.018943140553272175,-0.03983435439949368,-0.01418925290476325,-0.03339884577992169,0.0014382525111991118,-0.06409457078601755,0.015827475426057225,-0.03704541880093226,-0.031140677888039425,-0.05939355737561269,-0.028974036169803208,-0.03464301722114027
2010-02-05,0.0003832979649875945,0.0,-0.01116427386702068,-0.002032458912704982,0.002970178695371306,-0.00585146380463486,0.0038959335229831193,0.0015553270894295146,-0.009308533489218451,0.002179369382027563,0.018388858980744827,0.002897118921960873,-0.013513338272551412,0.007576503590212225,-0.028000539238384414
2010-02-08,0.001914958000349909,0.0,-0.009946311734794988,-0.007128126307504701,-0.006113864996012963,-0.004355949605332032,-0.009954589129127056,-0.0007172631743982416,-0.010067088749702191,0.0013038853683582374,-0.021857865566387802,-0.00886329049344714,0.010194602257212582,-0.006437123603077799,0.012406768333485418
2010-02-09,-0.001815664819654783,0.0,0.032581906225231716,0.00615352754483145,0.01316803858637372,0.0020104800563043312,0.013803481762900693,-0.0009564292214440107,0.02508473800400557,-0.009988856185800143,-0.0031580932479856605,0.013040132316577413,0.006770392795496072,0.010928687219944555,0.0015538445579978966
2010-02-10,-0.0022984585313128303,0.0,-0.0026292852479842255,0.0,-0.002751170718643947,-0.013451684511132656,0.0023536348993324907,-0.001077526557816788,-0.011243391374381573,-0.009542122845561773,0.0019495856325959515,-0.0022325735201887964,0.017478617893805115,-0.002326298940724114,0.011894631317847848
2010-02-11,-0.0016320157809862623,0.0,0.02636428897689247,0.005096784083647776,0.019120951810489784,0.004066580592404945,0.01593120021176797,0.00035990572526611864,0.02809365094664784,-0.00542517094004813,0.009484239205168166,0.009680437561949251,-0.01657579940199383,0.014847739303534446,-0.00737728456036113
2010-02-12,0.00019259827887596614,0.0,-0.012586925159820295,-0.006085009601510594,-0.0008400666498453724,-0.0005959089186374777,0.007263395320225685,0.0008389068193244142,-0.008458042642086161,0.004119522063385395,0.01180439347680129,-0.002744592819371894,-0.005524364935009407,0.0018977976143583764,-0.002160260819886184
2010-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006718822511742051,0.0,0.0035035548575628184
2010-02-16,0.002498378552433733,0.0,0.025754560795843817,0.010204033698580028,0.02410315591356116,0.0098924778176388,0.016879731861903613,0.00011879782083035195,0.03805773834755777,0.0018839605101956813,0.028333548931158914,0.01800074864554846,0.00974400498641681,0.012899749555198126,0.013763889788453776
2010-02-17,-0.0030681679881000568,-0.0006549113915499394,0.003550846294676724,0.0,-0.0033753214496573536,0.007672011695321279,0.00676859743806868,-0.0008373053419122867,-0.005056885287565982,-0.011397628070394905,0.009029680639855986,0.0042379594555796984,0.010073150888776139,0.0048832594207095514,0.015245676838168132
